61,Never-worked,77516,Preschool,13, Never-married, Adm-clerical, Not-in-family, White, Male,2174,0,16,Mexico, <=50K
64,State-gov,195779,Doctorate,11, Widowed, ?, Not-in-family, White, Female,0,0,17,India, <=50K
63,State-gov,29778,Preschool,9, Widowed, Other-service, Not-in-family, White, Female,0,0,9,Mexico, <=50K
79,State-gov,153516,Doctorate,10, Never-married, Craft-repair, Own-child, White, Male,0,0,18,India, <=50K
77,State-gov,163594,1st-4th,9, Never-married, Sales, Not-in-family, White, Female,0,0,18,Mexico, <=50K
66,Private,189623,1st-4th,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,20,India, >50K
68,State-gov,343748,1st-4th,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,12,India, <=50K
71,State-gov,387430,1st-4th,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,18,Mexico, <=50K
67,Never-worked,409505,Preschool,13, Divorced, Protective-serv, Not-in-family, White, Male,0,0,6,Mexico, <=50K
68,Never-worked,200734,Preschool,13, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,14,United-States, <=50K
75,Never-worked,115831,1st-4th,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,12,Mexico, <=50K
67,State-gov,150296,Preschool,12, Never-married, Other-service, Not-in-family, White, Female,0,0,13,India, <=50K
60,State-gov,323545,Doctorate,9, Never-married, Tech-support, Not-in-family, Black, Female,0,0,5,United-States, <=50K
60,Never-worked,232577,Preschool,10, Never-married, Other-service, Unmarried, White, Female,0,0,21,United-States, <=50K
65,Never-worked,152754,Preschool,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,10,United-States, >50K
72,State-gov,129007,1st-4th,13, Married-civ-spouse, Sales, Husband, White, Male,0,1977,15,India, >50K
71,State-gov,171584,Doctorate,13, Married-civ-spouse, Protective-serv, Husband, White, Male,6514,0,13,India, >50K
63,State-gov,386136,1st-4th,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,11,United-States, <=50K
71,State-gov,342865,Doctorate,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,12,India, <=50K
64,Never-worked,186785,Doctorate,9, Never-married, Sales, Not-in-family, White, Male,0,1876,17,Mexico, <=50K
77,State-gov,158926,Doctorate,12, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,10,India, >50K
64,State-gov,36039,1st-4th,9, Married-civ-spouse, ?, Husband, White, Male,0,0,14,United-States, >50K
71,Private,164019,Preschool,10, Never-married, Farming-fishing, Own-child, Black, Male,0,0,15,India, <=50K
61,Private,88926,Preschool,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,5178,0,24,Mexico, >50K
64,Private,188861,Doctorate,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,28,Mexico, <=50K
69,Never-worked,370119,1st-4th,13, Married-civ-spouse, Sales, Husband, White, Male,15024,0,7,Mexico, >50K
60,Never-worked,182062,1st-4th,6, Married-civ-spouse, Other-service, Husband, White, Male,0,0,26,India, <=50K
75,Never-worked,37238,Doctorate,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,18,India, <=50K
72,Private,421132,Preschool,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,14,United-States, <=50K
76,Never-worked,178660,1st-4th,8, Married-civ-spouse, ?, Husband, White, Male,0,0,24,India, <=50K
68,State-gov,795830,1st-4th,2, Widowed, Other-service, Unmarried, White, Female,0,0,12,Mexico, <=50K
78,Never-worked,278403,Preschool,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,16,Mexico, <=50K
62,State-gov,279661,Doctorate,14, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,10,India, <=50K
71,State-gov,113397,1st-4th,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,17,India, <=50K
61,State-gov,280093,1st-4th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1628,5,Mexico, <=50K
68,State-gov,236696,1st-4th,10, Never-married, Other-service, Not-in-family, White, Male,0,0,24,India, <=50K
60,Private,265266,Doctorate,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,17,United-States, <=50K
69,State-gov,34935,Preschool,10, Never-married, Other-service, Own-child, Black, Male,0,0,19,India, <=50K
75,Never-worked,58222,1st-4th,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,17,Mexico, <=50K
66,Never-worked,301010,Preschool,10, Never-married, Armed-Forces, Not-in-family, Black, Male,0,0,15,United-States, <=50K
77,Private,419721,Doctorate,9, Never-married, Other-service, Unmarried, Black, Female,0,0,10,United-States, <=50K
66,State-gov,186791,1st-4th,10, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,27,India, >50K
77,State-gov,180686,Doctorate,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,10,India, <=50K
75,State-gov,209103,Preschool,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,16,United-States, <=50K
62,Never-worked,32668,Preschool,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,16,United-States, >50K
69,State-gov,256956,Doctorate,11, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,12,Mexico, <=50K
67,Private,202203,Preschool,3, Never-married, Adm-clerical, Own-child, White, Female,0,0,20,Mexico, <=50K
60,Never-worked,85995,1st-4th,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,25,Mexico, <=50K
65,State-gov,125421,Doctorate,9, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,11,United-States, >50K
78,Never-worked,283037,Doctorate,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,12,Mexico, <=50K
78,Private,192932,1st-4th,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,13,United-States, <=50K
73,State-gov,244689,1st-4th,10, Never-married, ?, Not-in-family, White, Female,0,0,14,India, <=50K
60,State-gov,179646,1st-4th,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,19,United-States, <=50K
62,Never-worked,509350,Preschool,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,21,United-States, >50K
65,State-gov,96279,1st-4th,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,23,Mexico, <=50K
77,Private,119098,Preschool,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,19,India, >50K
79,State-gov,327120,Preschool,12, Never-married, ?, Not-in-family, White, Male,0,0,5,United-States, <=50K
69,State-gov,144928,1st-4th,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20,India, >50K
66,State-gov,55237,Preschool,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,11,United-States, >50K
66,Never-worked,101265,Preschool,9, Widowed, Adm-clerical, Unmarried, White, Female,1471,0,14,Mexico, <=50K
77,Private,114874,Doctorate,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,18,United-States, <=50K
76,Private,190525,Doctorate,9, Never-married, Sales, Not-in-family, White, Male,0,0,3,India, >50K
60,State-gov,121912,1st-4th,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,10,United-States, >50K
63,Private,83893,Preschool,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,14,United-States, >50K
73,Private,138507,1st-4th,6, Never-married, ?, Own-child, White, Male,0,0,16,India, <=50K
73,State-gov,256522,Doctorate,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,19,Mexico, <=50K
61,State-gov,168381,Preschool,9, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,17,United-States, >50K
64,State-gov,293579,1st-4th,9, Never-married, Sales, Own-child, Black, Female,0,0,20,India, <=50K
67,Never-worked,285290,1st-4th,7, Never-married, Other-service, Unmarried, Black, Female,0,0,24,United-States, <=50K
61,Never-worked,188488,Doctorate,9, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,19,India, <=50K
74,Never-worked,324469,Doctorate,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,18,India, <=50K
76,State-gov,275244,Doctorate,9, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,18,India, <=50K
63,Never-worked,265099,1st-4th,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,27,Mexico, <=50K
74,Private,146767,Doctorate,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,18,India, >50K
62,State-gov,40681,Doctorate,10, Never-married, Prof-specialty, Not-in-family, White, Female,3674,0,25,United-States, <=50K
62,State-gov,174938,1st-4th,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,11,United-States, <=50K
77,Never-worked,240124,Doctorate,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,14,Mexico, >50K
79,State-gov,269708,1st-4th,13, Divorced, Tech-support, Own-child, White, Female,2329,0,16,India, <=50K
61,State-gov,34180,1st-4th,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,14,India, <=50K
61,State-gov,225904,Doctorate,15, Never-married, Prof-specialty, Unmarried, White, Male,0,0,5,United-States, <=50K
79,Never-worked,89392,1st-4th,14, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,14,Mexico, <=50K
66,Private,46857,Preschool,10, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,3,Mexico, <=50K
60,State-gov,105363,1st-4th,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,14,India, <=50K
70,State-gov,195105,Doctorate,9, Never-married, Sales, Not-in-family, Other, Male,0,0,19,United-States, <=50K
69,State-gov,184117,Preschool,13, Never-married, Adm-clerical, Own-child, White, Female,0,0,11,United-States, <=50K
63,State-gov,134768,Doctorate,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,15,United-States, >50K
77,Never-worked,145886,Preschool,7, Never-married, ?, Own-child, White, Female,0,0,19,United-States, <=50K
69,State-gov,153078,1st-4th,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,11,Mexico, >50K
78,Private,225652,Doctorate,4, Married-civ-spouse, ?, Husband, White, Male,3411,0,14,United-States, <=50K
74,Private,467108,Doctorate,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,24,India, >50K
62,Never-worked,199765,Preschool,13, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,10,Mexico, >50K
68,State-gov,173938,1st-4th,9, Separated, Sales, Own-child, White, Female,0,0,19,Mexico, <=50K
65,State-gov,191161,Doctorate,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,17,Mexico, <=50K
71,State-gov,132606,1st-4th,3, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,12,Mexico, <=50K
72,Private,30073,1st-4th,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1848,23,United-States, >50K
71,Never-worked,155190,Preschool,6, Never-married, Craft-repair, Other-relative, Black, Male,0,0,11,United-States, <=50K
67,Never-worked,42900,Preschool,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,17,United-States, <=50K
76,Private,191161,1st-4th,9, Never-married, Sales, Not-in-family, White, Male,0,0,7,Mexico, <=50K
64,State-gov,181820,Doctorate,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,22,Mexico, <=50K
78,Private,105974,Preschool,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,18,Mexico, <=50K
66,State-gov,146378,Preschool,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,16,India, >50K
75,Never-worked,103440,1st-4th,9, Never-married, Other-service, Not-in-family, White, Female,0,0,14,Mexico, <=50K
77,Private,203435,1st-4th,10, Divorced, Sales, Unmarried, White, Female,0,0,19,India, <=50K
63,Private,168312,Doctorate,11, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,20,United-States, <=50K
61,Private,257764,1st-4th,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,25,India, <=50K
78,Never-worked,171301,Preschool,9, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,14,India, <=50K
75,Private,225339,Doctorate,10, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,14,India, <=50K
65,Never-worked,152234,Preschool,9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,99999,0,22,India, >50K
78,Private,444554,Preschool,6, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,17,United-States, <=50K
65,Never-worked,403788,1st-4th,12, Never-married, Other-service, Own-child, Black, Male,0,0,16,United-States, <=50K
65,Private,190997,Preschool,9, Married-civ-spouse, ?, Husband, White, Male,0,0,20,India, <=50K
77,State-gov,221550,Doctorate,14, Never-married, Other-service, Not-in-family, White, Female,0,0,6,United-States, <=50K
75,State-gov,98929,Preschool,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,17,India, <=50K
74,State-gov,169203,1st-4th,11, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15,India, <=50K
65,Never-worked,102332,Preschool,9, Divorced, Sales, Unmarried, Black, Female,0,0,3,United-States, <=50K
78,State-gov,230684,Preschool,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,18,United-States, <=50K
63,State-gov,449257,1st-4th,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,18,United-States, <=50K
63,Never-worked,198766,Doctorate,14, Married-civ-spouse, Sales, Husband, White, Male,20051,0,11,Mexico, >50K
78,State-gov,97429,Preschool,13, Divorced, Exec-managerial, Unmarried, White, Female,0,0,21,Mexico, <=50K
76,Never-worked,208999,Preschool,10, Separated, Adm-clerical, Own-child, White, Male,0,0,15,India, <=50K
74,Private,37072,1st-4th,13, Never-married, Sales, Not-in-family, White, Male,0,0,11,United-States, <=50K
63,State-gov,163101,1st-4th,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,7,United-States, <=50K
64,State-gov,119075,Doctorate,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,18,India, <=50K
79,State-gov,137314,Doctorate,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,12,United-States, <=50K
79,Private,127303,Preschool,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,17,United-States, <=50K
75,Private,349116,1st-4th,9, Never-married, Sales, Not-in-family, Black, Male,0,0,6,United-States, <=50K
62,Never-worked,266324,Doctorate,10, Divorced, Exec-managerial, Other-relative, White, Male,0,1564,18,India, >50K
78,Never-worked,194095,Preschool,10, Never-married, ?, Own-child, White, Male,0,0,1,India, <=50K
63,State-gov,46496,Preschool,7, Never-married, Other-service, Own-child, White, Male,0,0,13,India, <=50K
67,Private,29904,1st-4th,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,11,India, <=50K
74,State-gov,289403,Preschool,4, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1887,16,Mexico, >50K
61,State-gov,226922,1st-4th,9, Divorced, Sales, Unmarried, White, Female,0,1762,16,Mexico, <=50K
66,Private,234151,1st-4th,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,18,India, <=50K
67,State-gov,238287,Doctorate,6, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,22,Mexico, <=50K
76,Private,230624,Doctorate,6, Never-married, Transport-moving, Unmarried, White, Male,0,0,14,India, >50K
66,Never-worked,398212,1st-4th,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,5013,0,16,India, <=50K
75,Never-worked,114758,Doctorate,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,18,United-States, <=50K
74,Never-worked,246519,1st-4th,6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,2105,0,21,India, <=50K
72,State-gov,137815,1st-4th,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,15,United-States, >50K
70,Private,260696,1st-4th,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,10,India, <=50K
60,State-gov,325007,Doctorate,12, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,13,United-States, <=50K
70,Private,113176,1st-4th,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,0,United-States, <=50K
68,Never-worked,66815,1st-4th,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,17,Mexico, <=50K
73,Never-worked,51795,Doctorate,9, Divorced, ?, Unmarried, Black, Female,0,0,10,Mexico, <=50K
66,Never-worked,241523,Doctorate,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,8,United-States, >50K
62,Never-worked,30226,1st-4th,7, Divorced, Sales, Own-child, White, Male,0,0,3,United-States, <=50K
65,Never-worked,352628,1st-4th,12, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,17,India, >50K
74,State-gov,143912,Preschool,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,11,United-States, <=50K
72,Never-worked,130021,Preschool,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,16,United-States, <=50K
66,Private,329778,Preschool,9, Widowed, Other-service, Unmarried, White, Female,0,0,5,United-States, <=50K
68,Never-worked,196945,Doctorate,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,19,India, <=50K
71,Private,24342,1st-4th,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,13,United-States, >50K
71,Never-worked,34368,Preschool,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,23,Mexico, >50K
76,State-gov,173839,Doctorate,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,21,India, <=50K
66,Private,73211,Doctorate,10, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,15,United-States, <=50K
76,Never-worked,86723,1st-4th,9, Never-married, Other-service, Not-in-family, White, Male,0,0,20,Mexico, <=50K
63,State-gov,179186,1st-4th,13, Married-civ-spouse, Sales, Husband, Black, Male,0,0,7,India, >50K
76,Private,127610,Doctorate,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,9,United-States, >50K
67,State-gov,115070,Doctorate,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,18,Mexico, <=50K
79,State-gov,172582,Doctorate,10, Never-married, ?, Own-child, White, Male,0,0,11,India, <=50K
64,Private,256202,Preschool,11, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,22,Mexico, <=50K
68,Private,202872,Doctorate,12, Never-married, Adm-clerical, Own-child, White, Female,0,0,15,Mexico, <=50K
74,State-gov,184102,1st-4th,7, Divorced, Other-service, Not-in-family, White, Male,0,0,16,United-States, <=50K
76,Private,130703,Doctorate,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,18,United-States, <=50K
66,Private,134727,1st-4th,7, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,12,United-States, <=50K
70,Never-worked,36228,1st-4th,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,4386,0,11,Mexico, >50K
65,Never-worked,297847,1st-4th,5, Married-civ-spouse, Other-service, Wife, Black, Female,3411,0,6,India, <=50K
65,Private,213644,1st-4th,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,2,Mexico, <=50K
79,Never-worked,173796,Doctorate,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,11,India, >50K
65,Never-worked,147322,Doctorate,11, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,6,India, <=50K
66,Never-worked,296253,1st-4th,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,17,Mexico, <=50K
68,Private,180871,1st-4th,11, Divorced, Sales, Not-in-family, White, Male,0,0,19,Mexico, >50K
60,State-gov,169882,Preschool,10, Never-married, ?, Own-child, White, Female,594,0,16,United-States, <=50K
75,Never-worked,211115,Preschool,10, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,15,India, <=50K
75,Never-worked,183870,Preschool,6, Married-civ-spouse, Transport-moving, Wife, White, Female,0,0,16,Mexico, <=50K
64,State-gov,441620,Preschool,13, Never-married, Other-service, Not-in-family, White, Male,0,0,11,India, <=50K
75,Private,218542,1st-4th,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,14,Mexico, >50K
68,Never-worked,141327,1st-4th,14, Divorced, Prof-specialty, Unmarried, White, Female,0,0,10,Mexico, <=50K
65,Private,67716,Doctorate,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,11,United-States, >50K
73,Private,175339,Doctorate,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1672,27,India, <=50K
74,State-gov,347089,1st-4th,9, Married-civ-spouse, ?, Husband, White, Male,0,0,17,India, <=50K
75,Private,336595,Doctorate,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,5,Mexico, >50K
66,Never-worked,27997,1st-4th,11, Divorced, Craft-repair, Not-in-family, White, Male,0,0,24,India, <=50K
64,Private,145574,Doctorate,9, Married-civ-spouse, Other-service, Husband, White, Male,0,1902,15,India, >50K
78,Private,30447,1st-4th,11, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,18,India, <=50K
64,State-gov,256866,Doctorate,10, Married-civ-spouse, Sales, Husband, White, Male,5013,0,17,Mexico, <=50K
69,Never-worked,120837,1st-4th,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,17,United-States, <=50K
69,Private,185283,Preschool,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20,Mexico, >50K
76,Private,229466,1st-4th,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,10,United-States, >50K
60,Never-worked,298225,1st-4th,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,18,Mexico, <=50K
70,State-gov,185749,Preschool,7, Widowed, Transport-moving, Unmarried, Black, Male,0,0,9,United-States, <=50K
63,Never-worked,333100,Doctorate,6, Never-married, ?, Own-child, White, Male,1055,0,13,Mexico, <=50K
66,State-gov,125892,Preschool,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,16,Mexico, >50K
62,Never-worked,563883,1st-4th,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,12,India, >50K
70,Never-worked,311249,Doctorate,9, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,15,United-States, <=50K
78,Never-worked,221757,Doctorate,9, Divorced, Craft-repair, Not-in-family, White, Male,3325,0,5,India, <=50K
76,Private,310152,Preschool,10, Never-married, Transport-moving, Not-in-family, White, Male,0,0,10,United-States, <=50K
75,State-gov,211453,1st-4th,9, Widowed, ?, Not-in-family, Black, Female,0,0,12,United-States, <=50K
67,Never-worked,94113,Preschool,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,12,United-States, >50K
61,Never-worked,192945,Preschool,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,11,India, >50K
63,State-gov,161508,Preschool,6, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,22,India, <=50K
60,Private,177675,1st-4th,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,14,Mexico, >50K
63,Private,51100,Preschool,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,12,United-States, >50K
72,Never-worked,100584,Doctorate,6, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,10,United-States, <=50K
71,Private,163003,1st-4th,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,21,India, <=50K
77,Never-worked,67728,Preschool,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2051,14,United-States, <=50K
77,Private,101320,Doctorate,14, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,23,India, <=50K
60,Never-worked,42706,Preschool,11, Never-married, Protective-serv, Not-in-family, White, Male,0,0,10,Mexico, <=50K
79,Never-worked,228535,1st-4th,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,14,Mexico, >50K
77,State-gov,120939,Doctorate,15, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,9,Mexico, >50K
60,State-gov,98283,Doctorate,13, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,20,United-States, <=50K
62,Private,216481,Preschool,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,22,Mexico, <=50K
67,Never-worked,208869,Doctorate,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,18,India, <=50K
74,Private,207940,Doctorate,10, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,13,India, <=50K
69,Never-worked,34248,Doctorate,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,15,United-States, <=50K
68,Never-worked,83727,Doctorate,9, Divorced, Other-service, Unmarried, White, Female,0,0,17,India, <=50K
74,Private,183077,Preschool,11, Never-married, Adm-clerical, Own-child, White, Female,0,0,18,Mexico, <=50K
66,Private,197850,Doctorate,7, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,13,United-States, <=50K
64,Never-worked,235271,Preschool,10, Never-married, Other-service, Not-in-family, White, Male,0,0,9,United-States, <=50K
75,Private,35236,Preschool,9, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,14,Mexico, <=50K
67,State-gov,255822,Doctorate,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,13,India, >50K
67,State-gov,263925,Doctorate,9, Married-civ-spouse, Sales, Husband, White, Male,99999,0,13,India, >50K
66,Never-worked,256263,1st-4th,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,9,United-States, <=50K
73,Private,293535,Doctorate,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,8,India, >50K
62,State-gov,209448,1st-4th,6, Married-civ-spouse, Farming-fishing, Husband, White, Male,2105,0,32,India, <=50K
65,State-gov,57651,Doctorate,9, Never-married, Adm-clerical, Unmarried, White, Male,0,2001,8,Mexico, <=50K
76,Never-worked,174592,1st-4th,9, Never-married, Other-service, Own-child, White, Female,0,0,15,United-States, <=50K
72,Private,278763,Preschool,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,16,India, <=50K
72,State-gov,175232,Preschool,14, Divorced, Exec-managerial, Unmarried, White, Male,0,0,12,Mexico, >50K
68,State-gov,402812,1st-4th,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,22,Mexico, <=50K
77,Never-worked,101150,Preschool,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,21,United-States, <=50K
70,Private,103538,1st-4th,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,21,United-States, >50K
79,Never-worked,156877,Doctorate,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,15024,0,21,India, >50K
67,State-gov,23940,1st-4th,9, Never-married, Handlers-cleaners, Other-relative, Amer-Indian-Eskimo, Male,0,0,10,Mexico, <=50K
78,Never-worked,210295,Preschool,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,14,India, >50K
67,Private,80058,Preschool,7, Divorced, Sales, Not-in-family, White, Male,0,0,16,India, >50K
76,Never-worked,187119,Doctorate,13, Divorced, Sales, Not-in-family, White, Female,0,1980,21,Mexico, <=50K
71,Never-worked,105021,Preschool,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,15,India, >50K
67,State-gov,225775,1st-4th,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,15,United-States, <=50K
64,State-gov,395831,Doctorate,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,22,Mexico, >50K
67,State-gov,50282,1st-4th,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,3325,0,12,Mexico, <=50K
62,Private,32732,1st-4th,10, Never-married, Other-service, Not-in-family, White, Male,0,0,22,United-States, <=50K
75,State-gov,179436,1st-4th,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,20,United-States, >50K
60,Private,290593,1st-4th,14, Married-civ-spouse, ?, Husband, White, Male,0,0,16,India, <=50K
62,State-gov,123253,1st-4th,12, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,16,Mexico, <=50K
